id,title,type,team,team-names,team-images,partners,partner-name,partner-description,partner-image,mission,actions,date-debut,duree,reference-link,docs_catalog,research_projects,reference_image_url,quotes
futurocite-od,Formation open data à un ensemble de communes wallonnes,Acculturation,"etienne-pichot-damon,joel-gombin","Etienne Pichot Damon, Joël Gombin","/images/authors/etienne-pichot-damon.jpeg, /images/authors/joel-gombin.jpeg",futurocite,Futurocité,"FuturoCité, en Belgique propose une approche intégrée sur le thème des données territoriales pour le secteur public, allant de la sensibilisation des acteurs clés à la valorisation des données grâce à la mise en œuvre de politiques de données publiques telles que l'Open Data.",/images/partners/futurocite.jpeg,"Datactivist a participé en partenariat avec Futurocité à 2 jours de sensibilisation et formation à l’open data, à destination de villes, communes, et intercommunales en région
wallonne.
Futurocité, référent Digital Wallonia, accompagne la transition digitale des territoires vers des Smart Territoires. Dans ce cadre, l’objectif très pragmatique de ce premier séminaire était de déterminer “pourquoi et comment de l’open data dans ma commune”.
Une dizaine de représentants de différentes institutions territoriales wallonnes ont participé à ces 2 jours hébergés par le BEP Namur, au triple objectif :
	- Comprendre le contexte et les opportunités liés à la mise en œuvre de l’Open Data ;
	- Connaître les outils pour l’ouverture des données et leur réutilisation ;
	- Etre capable d’identifier qui possède des données au sein de l’administration.","Création du contenu d’une formation sur l’ouverture des données.
Animation de plusieurs sessions d’atelier

",2019-01-01,1 mois,,,,https://open.datactivist.coop/images/references/futurocite-od.png,
futurocite-ouvrir-ville,Prestations dans le cadre du programme “Ouvrir ma ville”,Acculturation,"etienne-pichot-damon,elise-ho-pun-cheung,sarah-bourgouin,sylvain-lapoix","Etienne Pichot Damon, Elise Ho-Pun-Cheung, Sarah Bourgouin, Sylvain Lapoix","/images/authors/etienne-pichot-damon.jpeg, /images/authors/elise-ho-pun-cheung.jpeg, /images/authors/sarah-bourgouin.png, /images/authors/sylvain-lapoix.jpeg",futurocite,Futurocité,"FuturoCité, en Belgique propose une approche intégrée sur le thème des données territoriales pour le secteur public, allant de la sensibilisation des acteurs clés à la valorisation des données grâce à la mise en œuvre de politiques de données publiques telles que l'Open Data.",/images/partners/futurocite.jpeg,"Le programme « Ouvrir ma Ville » s’inscrit dans un objectif plus large d’acculturation des acteurs du territoire (élus locaux et administrations communales et régionales) à l’ouverture des données.
Le programme s’articule autour de différents modules de formation et de webinaires. En 2024, Datactivist a créé et animé :
Un module focalisé sur la qualité des données et la standardisation. Et, un second sur une introduction théorique et pratique à l’automatisation de la publication des données. Ils proposeront une approche no-code et low-code de l’automatisation ainsi qu’une initiation au code. ","Création du contenu d’une formation sur l’ouverture des données.
Animation de plusieurs sessions d’atelier.
Organisation d’un webinaire sous la forme d’une table-ronde pour aborder des premiers sujets stratégiques.
",2020-01-01,48 mois,https://github.com/datactivist/futurocite_ouvrir-ma-ville,,,https://open.datactivist.coop/images/references/futurocite-ouvrir-ville.png,
afd-bresil,Conduite de projets Smart City au Brésil ,"Stratégie,Acculturation","allyson-pallisser,samuel-goeta,etienne-pichot-damon,joel-gombin","Allyson Pallisser, Samuel Goëta, Etienne Pichot Damon, Joël Gombin","/images/authors/allyson-pallisser.png, /images/authors/samuel-goeta.jpeg, /images/authors/etienne-pichot-damon.jpeg, /images/authors/joel-gombin.jpeg",afd,Agence Française de Développement,L’Agence Française de Développement met en œuvre la politique nationale en matière de développement et de solidarité internationale,/images/partners/afd.jpg,"Datactivist, aux côtés d’Egis, a accompagné les stratégies open data et smart city de quatre villes au Brésil.
Le projet, d’une durée de deux ans, se structurait autour de plusieurs volets : Open Data, hyperviseurs urbains et big data, gouvernement ouvert et citoyenneté. 

L’objectif consistait à accompagner le développement de projets numériques. Pour cela, une série d’études a permis de comprendre le besoin et de définir les premières stratégies. Ensuite, des voyages d’études dans les deux sens ont été organisés pour la mise en place des projets et l’apprentissage des différentes équipes. 


Datactivist a organisé et a participé aux deux voyages d’étude en France, lors desquels les interlocuteurs des villes brésiliennes ont rencontré les équipes de plusieurs villes françaises (Paris, Nice, Lyon, La Rochelle…). En parallèle, Datactivist s’est rendu à plusieurs reprises au Brésil, pour approfondir les études, organiser des ateliers et réaliser des enquêtes de terrain.","Partage des bonnes expériences des villes françaises auprès des responsables de l'ouverture des données à Recife ;
Sensibilisation et formation d’agents publics locaux à l’ouverture des 
données ;
Étude stratégique avec des recommandations afin d’approfondir l’open data local ;
Création d'un réseau de référents open data au sein des services de la Mairie de Recife ;
Étude de pré-faisabilité : 13 recommandations pour une gouvernance des données pour préfigurer l'hyperviseur de Curitiba.",2019-03-01,22 mois,,,,https://open.datactivist.coop/images/references/afd-bresil.png,
ratp-dev-carto,Recherche et cartographie de données,Catalogage de données,etienne-pichot-damon,Etienne Pichot Damon,/images/authors/etienne-pichot-damon.jpeg,ratp-dev,RATP Dev,RATP Dev est une filiale du groupe RATP qui œuvre au développement des activités du groupe sur les marchés d'exploitation et de maintenance de réseaux de transport urbain et interurbain en dehors du réseau francilien. RATP Dev est présent à l'échelle mondiale.,/images/partners/ratp-dev.png,"Datactivist a réalisé une cartographie de données de la mobilité en Île de France.

RATP Dev a pour mission de concevoir des offres de transports qui correspondent au mieux à la demande en mobilité. Dans un contexte où le transport de personnes est en forte mutation (nouveaux acteurs), et où les données produites sont de plus en plus volumineuses et variées, RATP Dev a souhaité disposer d’une cartographie précise de données à mobiliser en Île de France. 

Datactivist a collecté un ensemble d’informations et de métadonnées à partir des portails open data locaux et nationaux, des nouveaux opérateurs tels que Uber et Waze, et des différentes acteurs de la mobilité. Plusieurs entretiens ont été menés pour qualifier le plus précisément les données, et pour identifier des freins éventuels à leur exploitation. A terme, c’est un modèle complet d’analyse des déplacements qui pourra exploiter ces données, et aider RATP Dev à concevoir des offres au plus près de la demande.","Réunion de cadrage pour comprendre les besoins du client et délimiter un périmètre de recherche ;
Recherche de données sur les portails open data et les sites des acteurs de la mobilité ;
Qualification détaillée de l’exploitabilité des données selon 10 critères principaux (qualité, documentation, lisibilité, formats, licences…) ;
Entretiens avec les producteurs de données pour collecter des informations supplémentaires sur les données ;
Synthèse et restitution de la cartographie des données et recommandations pour une exploitation.
",2019-06-01,6 mois,,,,https://open.datactivist.coop/images/references/ratp-dev-carto.png,
icade-strategie,AMO stratégie smart data,"Stratégie,Catalogage de données",etienne-pichot-damon,Etienne Pichot Damon,/images/authors/etienne-pichot-damon.jpeg,icade,Icade,ICADE est un groupe immobilier français dont l'actionnaire majoritaire est la Caisse des Dépôts et Consignations,/images/partners/icade.png,"Datactivist a conseillé Icade sur sa stratégie en matière de données issues des bâtiments et de partenaires externes. 
L’objectif était de proposer aux clients et collaborateurs un panel de services numériques, et des données brutes (centralisées sur une plateforme data).
Approche adoptée 
- Collecter et qualifier les données issues des prestataires ; 
- Participer à la rédaction des référentiels ;
- Gérer la plateforme data.
","Réalisation d’une cartographie de données chez Icade et ses partenaires ;
Récupérations de données chez les prestataires d'Icade (énergie, bâtiment connecté, données publiques) ;
Rédaction d’un audit sur la gouvernance des données et de recommandations.",2018-05-01,6 mois,,,,https://open.datactivist.coop/images/references/icade-strategie.png,
dreal-ge-datahub,Accompagnement à la mise en œuvre technique d’un Datahub et d’un entrepôt de données,"Cas d'usage,Stratégie","magalie-dartus,anthony-gigerich","Magalie Dartus, Anthony Gigerich","/images/authors/magalie-dartus.jpeg, /images/authors/anthony-gigerich.jpeg",dreal-grand-est,DREAL Grand Est,"La Direction régionale de l'environnement, de l'aménagement et du logement (DREAL) Grand Est est un service déconcentré de l'État français.",/images/partners/prefet-grand-est.jpeg,"Depuis quelques années, la DREAL Grand Est est engagée dans une nouvelle démarche qui vise à rapprocher toutes les données territoriales. Elle a donc entamé une transformation des métiers par une initiative nommée CapD3+.
L’approche de la DREAL Grand Est est quadruple:
Volet DataHub - Disposer d’un accès facile à toutes les données utiles pour la DREAL et les DDTs ;
Volet Entrepôt - Professionnaliser la gestion des données internes à la DREAL et aux DDT de manière coordonnée avec les services métiers ;
Volet Outils - Aller plus loin dans la réponse aux besoins de ses bénéficiaires, en améliorant les outils actuels et en développant d’autres outils au bénéfice des usagers de la donnée ;
Volet accompagnement-méthodo-animation : Continuer à s’approprier les méthodes les plus efficaces pour atteindre rapidement nos objectifs, en particulier les approches agiles.","Rédaction d’une feuille de route : construire un datahub par les cas d’usage et créer des communautés d’utilisateurs.
Entretiens avec les producteurs et les réutilisateurs de données (territoire national) pour identifier les besoins concernant le datahub.
Architecture informatique du Datahub s’incluant dans le SI ministériel (MTE).
Ateliers avec les métiers avec de modéliser les flux de données EnR.
Ateliers avec les métiers avec de modéliser les flux de données EnR.
MCD pour les données EnR.
Développement en Python d’un outil de saisie et de collecte des données EnR.


",2022-06-01,18 mois,,,,https://open.datactivist.coop/images/references/dreal-ge-datahub.png,
cr-pdl-strat-data-ia,Accompagnement à la conception d’une stratégie interne de la donnée et de l’IA,"Stratégie,Gouvernance","clement-mandron,guillaume-martin,maelle-fouquenet","Clément Mandron, Guillaume Martin, Maëlle Fouquenet","/images/authors/clement-mandron.png, /images/authors/guillaume-martin.jpeg, /images/authors/maelle-fouquenet.jpeg",cr-pdl,Conseil Régional des Pays de la Loire,"Les Pays de la Loire sont une région du Grand Ouest français regroupant les départements de la Loire-Atlantique, de Maine-et-Loire, de la Mayenne, de la Sarthe et de la Vendée. La préfecture de région est Nantes. ",/images/partners/logo_cr_pdl.png,"Datactivist accompagne la région Pays-de-la-Loire dans la rédaction de son Ambition IA, son document de référence en matière de stratégie et de gouvernance de l’intelligence artificielle. Cette démarche s’est appuyée sur une série d’entretiens individuels ainsi qu’un séminaire de sensibilisation et un atelier collaboratif avec des élus.
Pour prolonger ces premières étapes, Datactivist accompagne également la région par une série d’actions de formations et acculturation à destination des agents. Quatre thématiques liées à l’IA ont été préalablement définies : 
- Les fondamentaux de la Data et de l’IA ; 
- IA : opportunités et risques pour le service public et ses agents ; 
- Marchés publics, données et IA ; 
- Données et IA au service de mon projet.","Veille sur l’usage de l’IA au sein des collectivités territoriales ;

Co-construction d’un document stratégique Ambition IA

Animation de plusieurs sessions d’atelier pour les agents

Séminaire de sensibilisation pour les élu·e·s",2024-03-01,12 mois,,,,https://open.datactivist.coop/images/references/cr-pdl-strat-data-ia.png,
ccfd-sherpa-radar,Mise à jour de la liste d’entreprises soumises à la loi sur le devoir de vigilance,Data analyse,"elise-ho-pun-cheung,diane-thierry","Elise Ho-Pun-Cheung, Diane Thierry","/images/authors/elise-ho-pun-cheung.jpeg, /images/authors/diane-thierry.jpeg",ccfd-sherpa,CCFD et Sherpa,"Le CCFD-Terre Solidaire est la première ONG française de solidarité internationale et de développement, elle agit depuis plus de 60 ans aux côtés de celles et ceux qui luttent quotidiennement contre toutes les causes de la faim et qui font face aux injustices du modèle de développement actuel. Sherpa est une organisation à but non lucratif créée en 2001 dont l'objet est de protéger et défendre les populations victimes de crimes économiques. Sherpa rassemble des juristes et des avocats venus de divers horizons et travaille avec de nombreuses organisations de la société civile à travers le monde. ",/images/partners/logo_ccfd_sherpa.png,"Le CCFD-Terre Solidaire et l’association Sherpa ont constaté que l’État n’a mis en place aucun dispositif de suivi de la loi sur le devoir de vigilance adoptée en mars 2017. Elles ont donc fait appel à Datactivist pour constituer cette liste.
Les critères qui définissent si une entreprise est soumise au devoir de vigilance sont basés sur la forme juridique et les effectifs, en France et dans le monde. Ces derniers pouvant varier régulièrement, Datactivist a mis à jour la liste en 2020 puis en 2024, après un premier travail pour la constituer en 2019, soit deux ans après l’adoption de la loi. 
Le travail consiste en :
- l’identification des sources de données où trouver des informations sur la forme juridique et les effectifs ;
- l’extraction, le nettoyage et le croisement de ces données ;
- la vérification manuelle de certains cas pour aboutir à une liste finale fiable.","Récupération des bases de données Orbis et Sirene après la comparaison de différentes sources et le choix de ces deux-là
Traitement des bases de données dont la comparaison avec la liste des années précédentes pour identifier les entreprises entrantes et sortantes
Documentation de la méthodologie détaillant chacune des étapes, dans un notebook consultable en ligne",2024-07-01,4 mois,https://plan-vigilance.org/devoir-de-vigilance-une-opacite-persistante-et-des-entreprises-toujours-sans-plan/,,,https://open.datactivist.coop/images/references/ccfd-sherpa-radar.png,"139,143,137,144"
excom,Projet de recherche-action EXCOM sur la mesure des effets non marchands du commerce,"Data analyse,Animation,Cas d'usage","elise-ho-pun-cheung,diane-thierry,allyson-pallisser","Elise Ho-Pun-Cheung, Diane Thierry, Allyson Pallisser","/images/authors/elise-ho-pun-cheung.jpeg, /images/authors/diane-thierry.jpeg, /images/authors/allyson-pallisser.png",part-excom,Partenaires EXCOM,"Les partenaires du projet EXCOM sont Paris Commerces, Altavia, la Fondation Urbanis et la Métropole de Rouen Normandie.",/images/partners/logo_part_excom.png,"Le projet EXCOM part du constat que les commerces de proximité sont essentiels à la vitalité territoriale, dont il est crucial de mesurer toute la valeur. ​
- Mais les effets du commerce sont encore mal identifiés ​
- En conséquence, les effets dans leur globalité sont peu, voire pas visibilisés ni quantifiés ​
- Le projet de recherche-action EXCOM a pour objectif de mesurer ces effets pour repenser la valeur globale du commerce.

L'étude a aboutit à la publication de rapports, comprenant : ​
- Une analyse qualitative d'entretiens ​
- Une analyse quantitative (avec production de datavisualisastion) à partir de questionnaires​
- Des portraits de territoires rendant compte de l'impact des commerces sur le quartier et la ville ​
Un simulateur financier d'effets du commerce de proximité","Mise en visibilité : enquête par questionnaire auprès des commerçants pour identifier 18 effets du commerces de proximité ​
​
Mise en donnée : quantification de ces effets à partir d'une collecte de données par questionnaire ​
​
Mise en équivalence : associer ces effets à une valeur économique théorique  ",2022-09-01,30 mois,https://datactivist.coop/excom/rapport/Rapport.html#en-r%C3%A9sum%C3%A9,rapport-excom-1,excom,https://open.datactivist.coop/images/references/excom.png,"4,126"
dis-ademe,Challenge data IA “Dis-ADEME”,Hackathons,"clement-mandron,maelle-fouquenet","Clément Mandron, Maëlle Fouquenet","/images/authors/clement-mandron.png, /images/authors/maelle-fouquenet.jpeg",ademe,Ademe,"L’ADEME est un acteur engagé et reconnu de la transition écologique. Elle participe à la mise en œuvre des politiques publiques dans les domaines de l’environnement, de l’énergie et du développement durable. 
",/images/partners/ademe.png,"Cette initiative d'innovation ouverte visait à explorer le potentiel de l'intelligence artificielle pour faciliter l'accès aux dispositifs d'aide à la transition écologique. Nous avons accompagné l’ADEME dans la conception du format, l’animation du challenge et sa restitution. 
Nous avons conçu un challenge data IA ayant réuni 9 équipes (sélectionnées à partir de 15 candidatures) qui ont bénéficié de 3 semaines de coaching par des mentors aux compétences métiers et techniques. 

Les projets présentés par les équipes s'inscrivaient dans trois grands défis : 
- trouver l'aide et les services qui correspondent vraiment à un projet
- diagnostiquer la pertinence et l'éligibilité d'une demande d'aide ou service
- aider l'ADEME à s'appuyer sur les retours d'expérience des appels à projets passés pour améliorer les appels à projet à venir.
Les équipes étaient encouragées à développer des usages innovants de l’IA, au service de la transition écologique et en prenant en compte l’enjeu de sobriété des outils utilisés. ","Cadrage du projet, définition des défis avec les équipes de l’ADEME, et constitution d’un jury et d’une équipe de mentors 
Animation pendant les trois semaines de challenge (organisation de rencontres/keynotes avec des expert·es, création de supports d’animation, facilitation de la relation avec les mentors) 
Organisation d’un demo day en présentiel puis d’une remise des prix, en présence des équipes, des membres du jury et des mentors  ",2024-05-01,8 mois,https://www.innoverpourlatransitionecologique.fr/fr/challenges/dis-ademe/,,,https://open.datactivist.coop/images/references/dis-ademe.png,
oet-grid,Oh my grid ! initiative,Cas d'usage,francois-lacombe,François Lacombe,/images/authors/francois-lacombe.png,oet,Open Energy Transition,Open Energy Transition (OET) est une société à but non lucratif spécialisée dans le conseil en environnement. C'est aussi un think tank et une entreprise de développement de logiciels qui s'engage à relever les défis liés à la planification énergétique. ,/images/partners/oet.png,"La transition énergétique en cours au niveau mondial requiert de développer les réseaux électriques. Ces investissements conséquents pour de nombreux pays peuvent opportunément être optimisés grâce à des logiciels open source. La connaissance des réseaux électriques au sein de la base de données OpenStreetMap sert alors de socle à un écosystème de plus en plus globalisé.

Datactivist a été mandataire d'un groupement de trois entreprises françaises auprès de l'association allemande Open Energy Transition afin de développer l'ensemble des dimensions de la cartographie des réseaux électriques de plusieurs pays en développement :

- État des lieux des données ouvertes disponibles
- Développement d'analyses de contrôle de qualité
- Développement de l'ontologie pour les réseaux électriques
- Cartographie à distance en Équateur, Tanzanie, Eswatini, Liban...
- Animation et formation des communautés de contributeurs, encouragements ciblés","Rédaction de la documentation, sur l’ensemble du métier de production et d’utilisation du PCRS. 
Contribution et exécution de la feuille de route technique encadrant la réalisation des outils et des actions vers la communauté.
Animation et formation des contributeurs au projet OpenStreetMap sur le domaine des réseaux électriques. Via des tutoriaux, webinaires, outillage didactique.
Cartographie active des infrastructures dans plusieurs pays.
Développement de l’ontologie et des outils d’édition ou de contrôle qualité avec le reste de l’équipe Open Energy Transition.
",2025-01-01,12 mois,,,,https://open.datactivist.coop/images/references/oet-grid.png,
hackathon-idfm24,Hackathon IA et Mobilités,"IA,Hackathons","maelle-fouquenet,clement-mandron,loup-cellard","Maëlle Fouquenet, Clément Mandron, Loup Cellard","/images/authors/maelle-fouquenet.jpeg, /images/authors/clement-mandron.png, /images/authors/loup-cellard.jpeg",idfm,Île-de-France Mobilités,"Île-de-France Mobilités imagine, organise et finance les transports pour tous les Franciliens. C'est l'Autorité Organisatrice des Mobilités (AOM) de la Région Île-de-France.",/images/partners/idfm.png,"Le hackathon IA devait apporter des réponses sur le développement de l’IA au service des voyageurs, des opérateurs et du fonctionnement système de transport. Est-il possible d’envisager d’autres types de modèle, plus frugales pour les transports et les mobilités ? 

Le hackathon s’est tenu pendant deux jours à Paris avec des équipes constituées en amont.
- La préparation a consisté à identifier et mettre à disposition technique des données d’IDFM Mobilités ainsi que de partenaires, données parfois exclusives, identifier des défis à soumettre aux équipes. Il a été mis aussi à disposition des participants un datalab dédié sur Onyxia et des tokens pour utiliser des LLM pré-sélectionnés.
- L’animation allait de l’accueil des participants le matin à l’organisation de rencontres avec des mentors, des passages réguliers dans les groupes pour les épauler, à la remise des prix.
","Cadrage du projet, préparation des supports, identification des potentiels participants, webinaires de présentation du hackathon, organisation des inscriptions, constitution des équipes en amont, constitution d’un jury et d’une équipe de mentors. Mise en place d’un Slack dédié, coordination de la communication.
Animation pendant les deux jours du hackathon : organisation de rencontres des expert·es, création de supports d’animation, facilitation de la relation avec les mentors
Organisation des démos devant les jurés, puis d’une remise des prix, en présence des équipes, des membres du jury et des mentors.
",2024-05-01,7 mois,https://prim.iledefrance-mobilites.fr/fr/actualites/article/hackathon-ia-et-mobilites-2024-retour,,,https://open.datactivist.coop/images/references/hackathon-idfm24.png,
dgitm-bf,Journée d’experts sur les données de mobilités ,Animation,clement-mandron,Clément Mandron,/images/authors/clement-mandron.png,dgitm-bison,DIGTM & Bison Futé ,"Bison futé est chargé, au sein de la DGITM du Ministère des Transports, de l’information routière sur le réseau routier national et les autoroutes.",/images/partners/dgitmbf.png,"Datactivist a participé en tant qu’expert des données de mobilités à une journée organisée sur le thème “Bison Futé, Bison Futur ? Penser le futur de la plateforme nationale d’information routière Bison Futé à l’occasion de ses 50 ans.” 

Cette journée, animée par notre partenaire VraimentVraiment, a réuni une dizaine d’experts du sujet pour réfléchir à l’avenir de Bison Futé dans un contexte d’évolution des mobilités (décarbonation, mobilités douces, développement du covoiturage…).
Ce fut l’occasion de faire un état des lieux de l’utilisation des données routière par les collectivités territoriales dans leurs politiques de mobilités.","Préparation de la journée et contribution au cahier de veille : participation à un atelier avec les équipes de VraimentVraiment pour contribuer à la préparation de la journée.
Participation à l’atelier d’experts. Présence à la journée complète, contribution aux différentes activités en présence des équipes de Bison Futé. Transmission de l’expertise sur les données de mobilités et les enjeux de décarbonation des territoires.",2025-03-01,1 mois,,,,https://open.datactivist.coop/images/references/dgitm-bf.png,
adapt-action,Accompagnement de l’initiative Adapt’Action sur la partie booster d’outils numériques,"Hackathons,Animation,Cas d'usage","magalie-dartus,sarah-bourgouin,laurane-coudriet","Magalie Dartus, Sarah Bourgouin, Laurane Coudriet","/images/authors/magalie-dartus.jpeg, /images/authors/sarah-bourgouin.png, /images/authors/laurane-coudriet.png",ecolab,Ecolab,"ECOLAB est le laboratoire d'innovation du CGDD, qui accompagne les acteurs de la transition écologique. ",/images/partners/logo-ecolab.png,"L’initiative Adapt’Action met à l’honneur la donnée au service de l’adaptation via 3 volets : la formation, le recensement et le boost d’outils numériques. La mission s’est concentrée sur ce troisième volet.
L’accompagnement a commencé par un pré-cadrage des projets puis la sélection des lauréats. Une fois sélectionné, les porteurs ont été accompagnés pour cadrer les données nécessaires et le développement souhaité pendant la phase de production de 10 semaines. 
Nous avons ensuite recruté plus de 50 bénévoles pour rejoindre les équipes et animé via des suivis hebdomadaires, des temps de formation communs et deux événements forts : le lancement et la clôture.
","10 entretiens avec des porteurs de projet pour faire émerger les idées et cadrer les défis
10 semaines de production composées d’un pré-sprint et de 4 sprints. Animation des 7 équipes : moments d’échanges, animation du forum
Livrables : 7 cahiers des charges techniques, 7 pitchs vidéos, site porté par l’ADEME car à la plateforme Innover pour la transition écologique, 1 forge Gitlab avec des documents types prêts à l’emploi pour accueillir les codes des projets et leur documentation

",2024-06-01,10 mois,https://www.innoverpourlatransitionecologique.fr/fr/challenges/adapt-action/pages/brief,,,https://open.datactivist.coop/images/references/adapt-action.png,
hackaviz-climat,Hackaviz Climat,"Hackathons,Animation","sarah-bourgouin,clement-mandron","Sarah Bourgouin, Clément Mandron","/images/authors/sarah-bourgouin.png, /images/authors/clement-mandron.png",ipr,L'Institut Paris Région,"L'Institut Paris Region est l’agence régionale d’urbanisme et de l’environnement d’Île-de-France. Il offre une expertise pluridisciplinaire unique permettant de traiter de manière globale les problématiques de développement des territoires franciliens. Entre autres, L’Institut structure, organise et analyse des indicateurs et des flux de données pour cartographier et infographier les évolutions franciliennes.",/images/partners/logo-ipr.png,"Cet événement s'est tenu en distanciel du 20 février au 13 mars 2025 dans le cadre de la Semaine francilienne de la donnée et de l'IA. Les projets ont été présentés par les équipes le 13 mars devant un jury d’expert-es.

L’objectif était de faire émerger des visualisations pertinentes sur les thématiques liées au changement climatique. Pour cela, les participants pouvaient produire des cartes, des graphiques, des datavisualisations, des infographies. Comment faire parler les données auprès du grand public et des décideurs ? 
Trois défis ont été proposés : 
Défi 1 - Visualiser les risques climatiques
Défi 2 - Visualiser les vulnérabilités
Défi 3 - Visualiser le passage à l'action et l'adaptation des villes au changement climatique. ","Cadrage du projet, préparation des supports, constitution des groupes de participants, 3 webinaires lors des trois semaines de hackaviz, organisation des inscriptions, constitution d’un jury et d’une équipe de mentors. Mise en place d’un Slack dédié, coordination de la communication.
Cadrage du projet, préparation des supports, constitution des groupes de participants, 3 webinaires lors des trois semaines de hackaviz, organisation des inscriptions, constitution d’un jury et d’une équipe de mentors. Mise en place d’un Slack dédié, coordination de la communication.
Organisation des démos durant la journée de restitution devant les jurés, puis d’une remise des prix, en présence des équipes, des membres du jury et des mentors à L’institut Paris Région.",2025-01-01,4 mois,https://www.institutparisregion.fr/amenagement-et-territoires/information-geographique-et-3d/hackaviz-climat/,,,https://open.datactivist.coop/images/references/hackaviz-climat.png,
sposgl-ia,Journée IA et algorithmes,Animation,"loup-cellard,clement-mandron,laurane-coudriet","Loup Cellard, Clément Mandron, Laurane Coudriet","/images/authors/loup-cellard.jpeg, /images/authors/clement-mandron.png, /images/authors/laurane-coudriet.png",sciencespo-sgl,Sciences Po Saint-Gremain-en-Laye,Les étudiants de Sciences Po Saint-Germain-en-Laye participent depuis plusieurs années au Challenge Data organisé par Datactvist et financé par l'ANCT,/images/partners/sciencespo-sgl.png,"Une journée avec toute la promotion de 2ᵉ année, avec des moments alternés entre la théorie et la pratique (utilisation d’IA génératives en sciences sociales).
Les objectifs de la formation sont, entre autre : 
- Situer l’intelligence artificielle dans un contexte socio-historique
- Découvrir les usages actuels de l’IA et des algorithmes dans le secteur public
- Comprendre les impacts et les questions éthiques d’utilisation de l’IA et d’algorithmes dans la prise de décisions publiques 
- Comprendre les bénéfices et les risques de l’utilisation d’outils d’IA génératives 
- Découvrir l’utilisation des IA génératives dans son parcours universitaire en sciences sociales
","Les compétences acquises : Les étudiant-es doivent être capables de définir les termes d’intelligence artificielle, d’algorithmes et d’IA générative et de 
pouvoir situer l’IA et les algorithmes dans un temps plus long. 
Ils doivent pouvoir expliquer les principaux enjeux de l’utilisation de l’IA et des algorithmes dans la prise de décision publique et savoir choisir pour quelles tâches du travail d’étudiants en sciences sociales les IA génératives sont utiles, et pour lesquelles elles le sont moins.",2025-04-01,1 mois,,,,https://open.datactivist.coop/images/references/sposgl-ia.png,
ogp-ditp-2022,Conception d’un plan d'action OGP et animation de forums ouverts,Stratégie,"samuel-goeta,cecile-le-guen","Samuel Goëta, Cécile Le Guen","/images/authors/samuel-goeta.jpeg, /images/authors/cecile-le-guen.jpeg",ditp,Direction Interministérielle de la Transformation publique ,"La Direction Interministérielle de la Transformation publique assure le suivi des réformes du gouvernement et accompagne les acteurs publics dans leurs projets.
",/images/partners/ditp.png,"La DITP souhaitaient co-construire le troisième plan d’action de la France à l’OGP.
Nous avons notamment conçu et animé des temps collaboratifs : 
- des ateliers avec des parties prenantes sélectionnées en petit comité (10 à 20 personnes) portant sur une thématique et mobilisant une administration en particulier. Les outils mobilisés ont porté sur le cadrage des engagements, la délimitation des attentes des acteurs et la préfiguration des engagements. 
- des forums open d’État qui rassemblent une communauté plus large (60 à 80 personnes) portant sur une thématique transversale et mobilisant plusieurs administrations. Les outils mobilisés ont porté sur la définition des engagements, la délimitation de leur portée et leur co-rédaction en concertation avec la société civile. 
L’accompagnement a également porté sur les modalités d’exécution des engagements. ","Conception d’ateliers pour favoriser la co-construction
Animation de plusieurs formats d’ateliers
Analyse et mise en données des engagements du 3ème plan d’action de la France
Animation d’ateliers pour les ministères pour l’exécution de leurs engagements
Mise en visibilité des actions réalisées par la DITP pour faire vivre la communauté gouvernement ouvert ",2020-01-01,24 mois,,,,https://open.datactivist.coop/images/references/ogp-ditp-2022.png,
ogp-paris,Évaluation IRM du plan OGP de la ville de Paris,"Stratégie,Data analyse",samuel-goeta,Samuel Goëta,/images/authors/samuel-goeta.jpeg,ogp,Open Government Partnership,"L'Open Government Partnership (OGP) aide les gouvernements et les citoyens à travailler ensemble pour construire des sociétés plus ouvertes, plus résilientes et plus prospères grâce à l’autonomisation, à la collaboration et à la responsabilité.",/images/partners/ogp.png,"Les Independent Reporting Mechanism (IRM) visent à suivre les progrès dans la mise en œuvre des engagements des membres de l’OGP. 
Ce travail d’évaluation portait sur la mise en œuvre du plan de la ville de Paris (en anglais) sur l’année 2017. Il a donné lieu à la publication d’un rapport détaillant notamment l’état d’avancement, l’impact et les points de blocage des cinq engagements pris par la ville. Il comprenait également des recommandations (d’ordre général et spécifiques aux engagements). 
L’évaluation comprenait : 
- des éléments de contexte, rappels des parties prenantes et du périmètre du plan 
- des recommandations générales 
- un retour sur les modalités de mise en œuvre du plan et d’implication citoyenne 
- une analyse détaillée de chaque engagement (objectif, statut, résultats, recommandations…) 
- un récapitulatif méthodologique
","Recherches et analyse documentaire
Entretiens et focus group
Rédaction d’un rapport d’évaluation et de recommandations
",2017-01-01,12 mois,,,,https://open.datactivist.coop/images/references/ogp-paris.png,
